Coptic,English,File Path,Start Line,End Line
ⲁⲩϣⲟⲩⲟ ⲉⲡⲉⲥⲏⲧ ⲛϩⲉⲛⲣⲙⲉⲓⲟⲟⲩⲉ ⲉⲩⲟϣ ⲁⲩⲱ ⲁⲩϯⲉⲟⲟⲩ ⲙⲡⲛⲟⲩⲧⲉ ⲡⲣϥⲣⲡⲉⲧⲛⲁⲛⲟⲩϥ ⲛⲟⲩⲟⲉⲓϣ ⲛⲓⲙ ⲙⲛⲛⲉϥϩⲙϩⲁⲗ · ⲁⲩⲱ ⲉϥⲉⲓⲛⲉ ⲙⲙⲟⲟⲩ ⲉⲃⲟⲗ ϩⲛⲛⲉⲩⲑⲗⲓⲯⲓⲥ ⲧⲏⲣⲟⲩ ·,"and they shed tears in great abundance, and they glorified God Who at all times doeth good things for His servants, and bringeth them out of all tribulation.",life-eustathius-theopiste/life.eustathius.theopiste_CONLLU/life.eustathius.theopiste.02.conllu,4639,4693
ⲉϣⲱⲡⲉ ⲉϥϩⲛⲛⲉⲛⲥⲩⲛⲁⲅⲱⲅⲏ ⲉⲛⲛⲁⲛⲟϫϥ ⲉⲃⲟⲗ ⲛϩⲏⲧⲟⲩ ⲉϣⲱⲡⲉ ⲟⲩϩⲟⲟⲩⲧⲡⲉ ⲉϣⲱⲡⲉ ⲟⲩⲥϩⲓⲙⲉ ⲧⲉ,"if he is in our community, we will cast him out, whether it is a man or a woman.",shenoute-a22/shenoute.a22_CONLLU/a22.YA309-310.conllu,446,472
ⲉⲧⲓ ⲇⲉ ⲉϥⲙⲟⲟϣⲉ ϩⲓⲧⲉϩⲓⲏ ⲙⲛⲙⲙⲁⲧⲟⲓ ⲁϥⲁⲡⲁⲛⲅⲉⲓⲗⲉ ⲉⲣⲟⲟⲩ ⲛⲛⲉⲛⲧⲁϥⲛⲁⲩ ⲉⲣⲟⲟⲩ ⲙⲛⲧϩⲉ ⲛⲧⲁϥⲛⲁⲩ ⲉⲡⲉⲭⲣⲓⲥⲧⲟⲥ · ⲁⲩⲱ ⲟⲛ ϫⲉⲁⲩⲙⲟⲩⲧⲉ ⲉⲣⲟϥ ϫⲉⲉⲩⲥⲧⲁⲑⲓⲟⲥ ·,"And whilst he was travelling along the road with the soldiers he described unto them the things which he had seen (in the thicket), and how he had seen the Christ, and also how he had been named Eustathius,",life-eustathius-theopiste/life.eustathius.theopiste_CONLLU/life.eustathius.theopiste.02.conllu,2005,2063
ⲁⲥⲉⲓ ⲇⲉ ⲛϭⲓⲥⲟⲩⲥⲁⲛⲛⲁ ϩⲱⲥ ⲉⲥⲙϣⲁ ⲙⲡⲙⲟⲩ · ⲉⲧⲃⲉⲧⲉⲥⲙⲛⲧϩⲁⲕ ⲉⲧⲟϣ ·,and Susanna herself came as a woman who hath been held to be worthy of death for the sake of her chastity which was great.,pseudo-chrysostom/pseudo.chrysostom_CONLLU/on_susanna.conllu,4074,4099
ⲁⲛϣⲱⲡⲉ ⲅⲁⲣ ⲧⲏⲣⲛ ⲉⲙⲛⲁⲓⲥⲑⲏⲥⲓⲥ ⲛϩⲏⲧⲛ ·,For we have all become men without any (right) feeling in us.,pseudo-ephrem/pseudo.ephrem_CONLLU/psephrem.asceticon.01.conllu,848,863
ⲁⲩⲱ ⲉϥⲙⲟⲕⲙⲉⲕ ⲙⲙⲟϥ ϫⲉⲉϥⲛⲁϭⲟⲡϥ ⲛⲁϣ ⲛϩⲉ ·,and he wondered by what means he could take him in a snare.,life-eustathius-theopiste/life.eustathius.theopiste_CONLLU/life.eustathius.theopiste.01.conllu,1835,1856
ⲁⲩⲱ ϫⲓⲛⲡⲉϩⲟⲟⲩ ⲉⲧⲙⲙⲁⲩ · ⲣⲱⲙⲉ ⲛⲓⲙ ⲉϥϣⲱⲛⲉ ϩⲛϣⲱⲛⲉ ϩⲛϣⲱⲛⲉ ⲛⲓⲙ · ⲉⲩϣⲁⲛⲃⲱⲕ ⲉⲡⲧⲟⲡⲟⲥ ⲙⲡⲡⲉⲧⲟⲩⲁⲁⲃ · ϣⲁϥⲭⲁⲣⲓⲍⲉ ⲛⲁⲩ ⲙⲡⲧⲁⲗϭⲟ ·,"And from that day onwards the saint granted the gift of healing to every sick person, no matter what the sickness from which he was suffering, when he went into his shrine.",pseudo-celestinus/pseudo.celestinus_CONLLU/pscelestinus.encomium.02.conllu,1202,1248
ⲁⲩⲱ ⲛ ⲧⲉⲓϩⲉ · ⲁϥϫⲓ ⲛϭⲓⲁⲇⲁⲙ ⲁϥⲟⲩⲱⲙ ⲁϥⲕⲱⲕⲁϩⲏⲩ ⲁⲩⲱ ⲁϥⲉⲓⲙⲉ ⲛⲧⲉⲩⲛⲟⲩ ϫⲉⲉϥⲕⲏⲕⲁϩⲏⲩ · ⲁϥϩⲱⲃⲥ ⲙⲡⲉϥⲕⲱ ⲕⲁϩⲏⲩ · ϩⲛϩⲉⲛϭⲱⲱⲃⲉ ⲛⲕⲛⲧⲉ ⁛—,"And in this way Adam took, and ate, and he became naked, and he knew immediately that he was naked; and he covered his nakedness with fig-leaves.",pseudo-timothy/pseudo.timothy_CONLLU/on_abbaton.02.conllu,211,264
ⲁⲛⲟⲕ ⲇⲉ ⲡⲉϫⲁⲓ ϫⲉⲛⲧⲁⲓⲉⲓ ⲉⲡⲉⲓⲙⲁ · ⲉⲓⲟⲩⲉϣ ⲛⲁⲩ ⲛϩⲙϩⲁⲗ ⲙⲡⲛⲟⲩⲧⲉ · ⲉⲧϣⲟⲟⲡ ϩⲙⲡⲉⲓϫⲁⲓⲉ · ⲁⲩⲱ ⲙⲡⲉⲡⲛⲟⲩⲧⲉ · ϥⲟϭⲧ ⲙⲡⲉⲧⲓϣⲓⲛⲉ ⲛⲥⲱϥ ·,"And I said, 'I came to this place because I wished to see the servants of God who live in this desert, and God hath not denied me that which I asked of Him.'",coptic-treebank/coptic.treebank_CONLLU/life.onnophrius.01.conllu,1007,1062
ⲁⲩⲱ ⲛⲧⲟⲕ ⲕⲟⲩⲱϣ ⲉⲙⲧⲟⲛ ϩⲛⲧⲉⲓϣⲙⲟⲩⲛⲉ ⲛⲣⲟⲙⲡⲉ .,"and you, you want to find repose in this eight years?”",AP/apophthegmata.patrum_CONLLU/AP.034.theodore-pherme.02.conllu,314,329
ⲱ ⲧⲉⲓⲛⲟϭ ⲛϣⲡⲏⲣⲉ ⲛⲧⲉⲡⲛⲟⲩⲧⲉ · ⲉⲡⲙⲁ ⲉⲧⲣⲉⲡⲙⲁⲕⲁⲣⲓⲟⲥ ⲁⲡⲁ ⲡⲉⲥⲩⲛⲑⲓⲟⲥ ⲃⲱⲕ ⲉⲃⲟⲗ ϩⲙⲡⲙⲟⲟⲩ ⲛϥⲥⲕⲡⲧⲃⲧ ⲉⲡⲉⲕⲣⲟ · ⲁⲡⲙⲟⲩ ⲛϩⲁⲁⲧⲉ ⲛⲙⲙⲟⲩ ⲛⲉⲓⲟⲟⲩⲉ ⲥⲟⲕϥ ⲁϥⲛⲧϥ ⲉⲡⲙⲁ ⲉⲧⲙⲙⲁⲩ ·,"O what a great miracle of God was this! At the very place where the blessed Apa Pisentius went to the river (to fill his water-pot), the fish came to the bank;",life-pisentius/life.pisentius_CONLLU/life.pisentius.01.conllu,7240,7309
ⲡⲣⲣⲟ ⲇⲉ ⲇⲓⲟⲕⲗⲏϯⲁⲛⲟⲥ · ⲛⲧⲉⲣⲟⲩⲉⲓⲛⲉ ⲉϩⲟⲩⲛ ⲛⲛⲉϥⲛⲟⲩⲧⲉ ⲉⲡⲣⲡⲉ · ⲁϥⲟⲛⲕϥ ⲉϩⲣⲁⲓ ϩⲓⲡⲉϥⲑⲣⲟⲛⲟⲥ ·,"'And when they had brought his gods into the temple the Emperor Diocletian stood up on his throne,",coptic-treebank/coptic.treebank_CONLLU/martyrdom.victor.01.conllu,975,1005
ⲁⲩⲱ ⲙⲛⲛⲥⲁϩⲉⲛϩⲟⲟⲩ · ⲏ ⲙⲛⲛⲥⲁϩⲉⲛⲟⲩⲟⲉⲓϣ ⲛⲧⲛⲥⲱⲧⲙ ϫⲉⲛⲧⲁⲥⲁⲑⲉⲧⲓ ϩⲛⲟⲩⲙⲛⲧⲣⲉϥϭⲛⲁⲣⲓⲕⲉ ⲡⲉⲧⲛⲛⲁⲁⲁϥ ⲛⲁⲥ ⲧⲉⲧⲛⲁⲉⲓⲙⲉ ⲉⲣⲟϥ ⲧⲏⲣⲧⲛ ·,"And after some days or after some time should we find out, then you know what it is you shall do to her",abraham/shenoute.abraham_CONLLU/YA551-554.conllu,1066,1111
ⲁⲩⲱ ⲁⲥⲧⲱⲟⲩⲛ ⲉⲧⲣⲉⲥⲥⲣⲓⲧ ⲃⲟⲉⲥ ⲇⲉ ⲁϥϩⲱⲛ ⲉⲧⲟⲟⲧⲟⲩ ⲛⲛⲉϥϩⲙϩⲁⲗ ⲉϥϫⲱ ⲙⲙⲟⲥ ⲛⲁⲩ ϫⲉⲙⲁⲣⲉⲥⲕⲱⲧϥ ϩⲛⲧⲙⲏⲧⲉ ⲛⲛⲉⲕⲛⲁⲁⲩ ⲛⲧⲉⲧⲛⲧⲙϯϣⲓⲡⲉ ⲛⲁⲥ,"And she rose up to glean; and Booz charged his young men, saying, Let her even glean among the sheaves, and reproach her not.",coptic-treebank/coptic.treebank_CONLLU/Ruth_02.conllu,913,966
ϫⲣⲟ ⲁⲩⲱ ⲛⲅϭⲙϭⲟⲙ · ϫⲉⲡⲛⲟⲩⲧⲉ ⲙⲓϣⲉ ⲉϩⲣⲁⲓ ⲉϫⲱⲕ ·,"Peace be unto thee, O God-loving Emperor! Be strong, and of good courage, for God hath fought for thee.",pseudo-celestinus/pseudo.celestinus_CONLLU/pscelestinus.encomium.02.conllu,4862,4878
ⲡⲉϫⲁϥ ⲛⲁϥ ϫⲉⲕⲥⲟⲟⲩⲛ ϫⲉⲁⲧⲁⲥϩⲓⲙⲉ ⲡⲟⲣⲛⲉⲩⲉ ⲙⲡⲉⲓⲙⲁ · ⲙⲡⲓⲁⲛⲉⲭⲉ ⲙⲙⲟⲥ ·,"and he said unto him, 'Thou knowest that my wife played the harlot in this town and I would not support her.",pseudo-flavianus/pseudo.flavianus_CONLLU/psflavianus.encomium.02.conllu,4550,4578
ϫⲉⲕⲁⲕⲏⲕⲉⲫⲁⲗⲏ · ⲁⲓϩⲓⲥⲉ,O wicked head! I weary myself.,martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.07.conllu,2273,2280
ⲛⲧⲟⲕ ϩⲱⲱⲕ ⲱ ⲡⲁϣⲏⲣⲉ · ϣⲁⲧⲛⲁⲩ ⲉⲕⲁⲙⲉⲗⲉⲓ,"As for thee, O my son, how long wilt thou be careless?",pachomius-instructions/pachomius.instructions_CONLLU/pachomius.instructions.01.conllu,6960,6976
ⲡⲉⲟⲩⲟⲉⲓϣ ⲧⲉⲛⲟⲩ ⲡⲉ ⲡⲁⲓ ⲉⲧⲣⲛⲱϣ ⲉⲃⲟⲗ ⲙⲛⲡⲉⲡⲣⲟⲫⲏⲧⲏⲥ · ϫⲉⲟⲩⲟⲉⲓ ⲛⲁⲓ ⲧⲁⲯⲩⲭⲏ ϫⲉⲡⲣⲉϥⲣϩⲟⲧⲉ ⲧⲁⲕⲟ ϩⲓϫⲙⲡⲕⲁϩ ·,"This is the time wherein we must cry out with the prophet, 'Woe unto me, O my soul, for he who striketh terror destroyeth upon the earth.",pachomius-instructions/pachomius.instructions_CONLLU/pachomius.instructions.02.conllu,5614,5649
ⲛⲛⲉⲕϣⲛϩⲧⲏⲕ ϩⲁⲟⲩⲕⲟⲩⲓ ⲟⲩⲇⲉ ⲟⲩⲛⲟϭ ⲉⲕⲉϥⲓⲧⲟⲩ ⲧⲏⲣⲟⲩ ⲁϫⲛϯⲥⲟ ·,"Thou shalt shew compassion neither upon small nor great, and thou shalt carry all away mercilessly.",pseudo-timothy/pseudo.timothy_CONLLU/on_abbaton.02.conllu,2633,2656
ⲡⲉϫⲁϥ ⲛϭⲓⲡⲁⲉⲓⲱⲧ ϫⲉⲙⲁⲣⲛⲧⲁⲙⲓⲟ ⲛⲟⲩⲣⲱⲙⲉ ⲕⲁⲧⲁⲛⲉⲛⲉⲓⲛⲉ ⲙⲛⲧⲉⲛϩⲓⲕⲱⲛ · ⲧⲁⲣⲉϥϭⲱ ⲉϥⲥⲙⲟⲩ ⲉⲣⲟⲛ · ⲙⲡⲉϩⲟⲟⲩ ⲙⲛⲧⲉⲩϣⲏ · ⲁⲩⲱ ⲛⲥⲉⲉⲓⲙⲉ ϫⲉⲧϭⲓϫ ⲙⲡϫⲟⲉⲓⲥ · ⲧⲉⲛⲧⲁⲥⲧⲁⲙⲓⲉⲛⲁⲓ ⲧⲏⲣⲟⲩ ϫⲉⲁⲛⲟⲕ ϯϣⲟⲟⲡ ⲙⲡⲁⲧⲉ ⲛⲁⲓ ϣⲱⲡⲉ ·,"And My Father said, 'Let us make a man in Our image and likeness, that he may continue to praise us by day and by night, and that [every one] may know that it is the hand of the Lord that hath made all these things; for I existed before these things were.'",pseudo-timothy/pseudo.timothy_CONLLU/on_abbaton.01.conllu,3639,3718
ⲉϩⲙⲟⲟⲥ ⲇⲉ ⲛⲥⲁⲟⲩⲛⲁⲙ ⲙⲙⲟⲓ ⲏ ⲥⲁϩⲃⲟⲩⲣ ⲙⲙⲟⲓ ⲙⲡⲱⲓ ⲁⲛ ⲡⲉ ⲉⲧⲁⲁϥ . ϩⲉⲛⲕⲟⲟⲩⲉ ⲛⲉ ⲛⲧⲁⲩⲥⲃⲧⲱⲧϥ ⲛⲁⲩ .,"but to sit at my right hand and at my left hand is not mine to give, but for whom it has been prepared.'",sahidica.mark/sahidica.mark_CONLLU/Mark_10.conllu,1744,1782
ⲁⲣⲓⲡⲙⲉⲉⲩⲉ ϫⲉⲟⲩϩⲟⲧⲉ ⲡⲉ ϩⲉ ⲉϩⲣⲁⲓ ⲉⲛϭⲓϫ ⲙⲡⲛⲟⲩⲧⲉ ⲉⲧⲟⲛϩ ·,Remember that it is a fearful thing to fall into the hands of the living God.,pseudo-celestinus/pseudo.celestinus_CONLLU/pscelestinus.encomium.02.conllu,9541,9563
ⲡⲙⲟⲩ ⲅⲁⲣ ⲡⲁⲟⲩⲟⲛ ⲛⲓⲙ ⲡⲉ ·,Now death appertaineth to every one.,pseudo-chrysostom/pseudo.chrysostom_CONLLU/canaanite.conllu,2729,2738
ⲛϭⲓⲁⲡⲁ ⲃⲉⲛⲓⲁⲙⲓⲛ ⲙⲛⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ · ϫⲉⲙⲟⲟϣⲉ ϩⲛⲧⲉϩⲓⲏ ⲙⲡⲣⲣⲟ ·,"Apa Benjamin and his disciples said, 'Walk on the road of the king,",AP/apophthegmata.patrum_CONLLU/AP.032.benjamin.05.conllu,5,25
ⲁⲩⲉⲓⲁ ⲧⲟⲟⲧⲟⲩ ⲛⲥⲱⲥ ⲛϭⲓⲛⲉⲥⲣⲱⲙⲉ ·,and her husband fell into abject despair about her.,pseudo-celestinus/pseudo.celestinus_CONLLU/pscelestinus.encomium.01.conllu,6189,6203
ⲁϥⲧⲁϣⲉⲟⲉⲓϣ ⲛⲛϭⲟⲙ ⲙⲡϩⲁⲅⲓⲟⲥ ⲃⲓⲕⲧⲱⲣ ϩⲛⲧⲡⲟⲗⲓⲥ ⲧⲏⲣⲥ ·,And he proclaimed the mighty deeds of Saint Victor throughout the whole city.,pseudo-celestinus/pseudo.celestinus_CONLLU/pscelestinus.encomium.03.conllu,10470,10490
ⲉⲓⲥϩⲏⲏⲧⲉ ⲁϥϥⲓⲧⲕ ⲛⲧⲟⲟⲧⲛ ⲙⲡⲁⲧⲛⲥⲉⲓ ⲙⲙⲟⲕ ·,"and behold, he received thee from our hands before thou wast conceived.",pseudo-celestinus/pseudo.celestinus_CONLLU/pscelestinus.encomium.01.conllu,4821,4839
ⲁⲓⲛⲁⲩ ⲉⲙⲛⲧⲥⲛⲟⲟⲩⲥ ⲛⲣⲱⲙⲉ ⲉⲩϩⲙⲟⲟⲥ ϩⲓⲙⲛⲧⲥⲛⲟⲟⲩⲥ ⲛⲑⲣⲟⲛⲟⲥ ⲙⲡϩⲟⲩⲛ ⲛⲧⲛⲟϭ ⲙⲡⲩⲗⲏ ϩⲛⲟⲩⲛⲟϭ ⲛⲉⲟⲟⲩ ⲙⲛⲟⲩⲥⲧⲱⲧ ·,"I saw twelve men seated upon twelve thrones, within the great gate, in great glory and dignity.",mysteries-john/mysteries.john_CONLLU/mysteries.john.01.conllu,827,869
ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲡⲁϫⲟⲉⲓⲥ ⲡⲥⲱⲧⲏⲣ . ϯⲧⲉⲝⲟⲩⲥⲓⲁ ⲛⲁⲓ ⲉⲧⲣⲁϣⲁϫⲉ · ⲙⲡⲉⲕⲙⲧⲟ ⲉⲃⲟⲗ ⲁⲩⲱ ⲛⲧⲁϫⲛⲟⲩⲕ ⲉⲡⲉⲓϣⲁϫⲉ ⲉⲙⲡⲁⲧⲕϣⲁϫⲉ ⲛⲙⲙⲁⲛ ⲉⲛⲧⲟⲡⲟⲥ ⲉⲛⲧⲁⲕⲃⲱⲕ ⲉⲣⲟⲟⲩ ⲉⲧⲃⲉⲧⲉⲕⲇⲓⲁⲕⲟⲛⲓⲁ .,"saying, My Lord, the Saviour, give authority to me for me to speak in thy presence and ask thee this word before that thou spakest with us of the Places unto which thou wentest because of thy service.",pistis-sophia/pistis.sophia_CONLLU/pistis.sophia_book_1_part2.conllu,6793,6859
ⲁⲩⲱ ⲡⲉϫⲁϥ ϫⲉⲧϣⲟⲣⲡⲉ ⲧⲉ ⲧⲁⲥⲕⲏⲥⲓⲥ ⲉϣⲁⲥϫⲓⲙⲟⲉⲓⲧ ϣⲁⲧⲡⲁϣⲉ ⲛⲧⲉϩⲓⲏ .,"And he said, “The first is ascesis, which takes the road up to half of the way.",AP/apophthegmata.patrum_CONLLU/AP.097.poemen.109.conllu,189,214
ⲡϩⲗⲗⲟ ⲇⲉ ⲁϥⲡⲱϣ ⲛⲛⲟⲉⲓⲕ ⲉϫⲱϥ ⲙⲛⲡⲥⲟⲛ ⲁⲩⲱ ⲟⲛ ⲁϥⲙⲟⲩⲛ ⲉⲃⲟⲗ ⲉϥⲉⲓⲣⲉ ⲙⲡⲛⲁ ϩⲙⲡⲉϥⲟⲩⲱⲛ .,"The elder divided the bread between himself and the brother, and he continued doing charity with his portion.",AP/apophthegmata.patrum_CONLLU/AP.096.n281.bread.conllu,102,140
ⲡⲁⲓ ⲇⲉ ⲧⲉϥⲥⲁⲣⲝ ⲙⲉⲛ ⲡⲉ ⲡⲱⲛϩ ·,"now this was His flesh, the life.",coptic-treebank/coptic.treebank_CONLLU/proclus.13.easter.conllu,990,1000
ⲁⲩⲉⲓⲥ ⲟⲩⲛⲧⲛϯⲙⲧⲟⲛ ⲙⲡϣⲁϫⲉ ϣⲁⲡⲉⲓⲙⲁ · ϫⲉⲁⲡⲛⲁⲩ ϣⲱⲡⲉ ⲛⲧⲛⲧⲁϩⲟ ⲉϩⲣⲁⲓ ⲛⲧⲉⲡⲣⲟⲥⲫⲟⲣⲁ ⲉⲧⲟⲩⲁⲁⲃ ·,"And here, at this point, we must give pause to our discourse, because the time is come when we must perform the service of the Holy Offering.",pseudo-celestinus/pseudo.celestinus_CONLLU/pscelestinus.encomium.03.conllu,11633,11664
ⲁⲗⲗⲁ ⲉⲓϣⲁⲛϣⲁϫⲉ ϩⲛⲛⲁⲓ ⲕⲛⲁϫⲟⲟⲥ ϫⲉⲁⲛⲅⲟⲩϫⲁⲥⲓϩⲏⲧ ·,But if I go on to speak of these things thou wilt say that I am a man of overweening pride.,martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.04.conllu,2416,2433
ⲛⲉⲩⲛⲟⲩⲣⲱⲙⲉ ⲇⲉ ϩⲛⲧⲉⲓⲡⲟⲗⲓⲥ ⲉⲡⲉϥⲣⲁⲛ ⲡⲉ ⲁⲗⲉⲝⲁⲛⲇⲣⲟⲥ ·,"There was in this city a certain man whose name was Alexander,",pseudo-celestinus/pseudo.celestinus_CONLLU/pscelestinus.encomium.01.conllu,3668,3684
ⲛⲧⲉⲣⲟⲩⲥⲱⲧⲙ ⲇⲉ ⲉⲛⲁⲓ ⲛϭⲓⲛⲣⲱⲙⲉ ⲙⲡϯⲙⲉ ⲁⲩⲁϣⲁϩⲟⲙ ⲉⲩϫⲱ ⲙⲙⲟⲥ · ϫⲉⲟⲩⲛⲟϭ ⲡⲉ ⲡⲧⲁⲉⲓⲟ ⲙⲡⲉⲓⲣⲱⲙⲉ ⲛⲧⲁϥϣⲱⲡⲉ ⲛⲁⲛ ⲛϫⲁⲓⲃⲉⲉⲕⲉ ·,"And when the men of the village had heard these things they heaved sighs, and said, 'Great is the honour of this man who hath become a hireling unto us.'",life-eustathius-theopiste/life.eustathius.theopiste_CONLLU/life.eustathius.theopiste.02.conllu,1837,1888
ⲁⲩⲱ ⲡⲏ ⲙⲉⲛ ⲙⲡⲛⲉϣⲁⲙⲁϩⲧⲉ ⲙⲙⲟϥ · ⲉⲃⲟⲗ ϫⲉϥϭⲙϭⲟⲙ ⲛϩⲟⲩⲉ ⲉⲣⲟⲛ ·,"but we were not able to lay hold upon the young man, for he was stronger than we were,",pseudo-chrysostom/pseudo.chrysostom_CONLLU/on_susanna.conllu,4534,4557
ⲁⲩⲛ ⲡⲥⲏϭ ⲇⲉ ⲉⲣⲁⲧϥ ⲛⲓⲏⲥⲟⲩⲥ ⲁⲩⲡⲣϣⲛⲉⲩϩⲟⲓⲧⲉ ϩⲓϫⲱϥ ⲁϥϩⲙⲟⲟⲥ ϩⲓϫⲱϥ,"They brought the young donkey to Jesus, and threw their garments on it, and Jesus sat on it.",sahidica.mark/sahidica.mark_CONLLU/Mark_11.conllu,274,303
ⲉϣϫⲉⲁⲛⲅⲟⲩⲁⲡⲟⲥⲧⲟⲗⲟⲥ ⲁⲛ ⲛϩⲉⲛⲕⲟⲟⲩⲉ . ⲁⲗⲗⲁ ⲁⲛⲅⲟⲩⲁ ⲛⲏⲧⲛ . ⲧⲉⲥⲫⲣⲁⲅⲓⲥ ⲅⲁⲣ ⲛⲧⲁⲙⲛⲧⲁⲡⲟⲥⲧⲟⲗⲟⲥ ⲛⲧⲱⲧⲛ ⲡⲉ ϩⲙⲡϫⲟⲉⲓⲥ .,"If to others I am not an apostle, yet at least I am to you; for you are the seal of my apostleship in the Lord.",sahidica.1corinthians/sahidica.1corinthians_CONLLU/1Cor_09.conllu,44,77
ⲁϥⲡⲱⲣϣ ⲉⲃⲟⲗ ⲛⲧⲉϥⲥⲧⲟⲗⲏ ⲁϥⲱⲗ ⲉⲃⲟⲗ ϩⲁⲡϣⲏⲛ ⲁϥϭⲱⲱϫⲉ ⲉⲡⲕⲁϩ ⲁϥⲧⲟⲙⲥⲟⲩ ·,"He was spreading out his garment, and he was carrying away in his garment [the leaves] which were under the tree, and pouring them out on the ground, and burying them.",mysteries-john/mysteries.john_CONLLU/mysteries.john.02.conllu,384,415
ⲛⲧⲉⲓϩⲉ ⲟⲛ ⲉⲣϣⲁⲛⲡⲣⲱⲙⲉ · ⲉⲧⲟⲩⲛⲁϫⲡⲟϥ ⲉϥⲟ ⲛⲥⲓⲟⲩⲣ · ⲁⲅⲱⲛⲓⲍⲉ ⲥⲉⲛⲁⲟⲡⲥ ⲉⲣⲟϥ ⲁⲛ ⲉⲩⲙⲛⲧϫⲱⲱⲣⲉ · ⲛⲧϩⲉ ⲙⲡⲉⲧⲛⲁⲁⲅⲱⲛⲓⲍⲉ ⲉⲣⲉⲛⲉϥⲙⲉⲗⲟⲥ ⲙⲙⲟϥ ⁛—,"Even so is it in the case of a man if he has been horn an eunuch; he striveth, hut languidly, and without the strength which is shewn by the man who striveth, being in possession of all his members.",coptic-treebank/coptic.treebank_CONLLU/psflavianus.encomium.01.conllu,1351,1407
ⲛⲉⲛⲧⲁⲓϫⲟⲟⲩ ⲉⲣⲱⲧⲛ ⲧⲏⲣⲟⲩ ϫⲓⲛⲙⲡⲉϩⲟⲟⲩ ⲉⲛⲧⲁⲓⲁⲡⲁⲛⲧⲁ ⲉⲣⲱⲧⲛ ϩⲉⲱⲥ ϣⲁϩⲟⲩⲛ ⲉⲡϩⲟⲟⲩ ⲛϩⲟⲟⲩ ·,of all which I said unto you from the day when I met you even unto to-day.,pistis-sophia/pistis.sophia_CONLLU/pistis.sophia_book_1_part1.conllu,1332,1367
ⲁⲛⲟⲕ ϩⲱ ϯⲛⲁⲕⲁⲧⲁⲗⲩ ⲛⲛⲟⲩϥ · ⲁⲛⲓⲙ ϫⲓⲧ ⲛϭⲟⲛⲥ ·,I myself will destroy his reputation. Who is he that will do wrong unto me?,john-constantinople/john.constantinople_CONLLU/penitence.01.conllu,10369,10386
ⲉⲓⲛⲁϫⲉⲟⲩ ϩⲛⲛⲉϣⲡⲏⲣⲉ ⲛⲧⲁⲕⲁⲁⲩ ⲱ ⲡϥⲁⲓⲕⲗⲟⲙ ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ ·,"What can I say about the miracles which thou hast performed, O thou wearer of the crown of the Christ?",pseudo-celestinus/pseudo.celestinus_CONLLU/pscelestinus.encomium.01.conllu,9424,9448
ⲙⲡⲣⲧⲣⲛⲧⲁϫⲣⲟⲛ ⲉϫⲛⲛⲉⲫⲁⲛⲧⲁⲥⲓⲁ ⲛⲧⲙⲛⲧⲣⲙⲙⲁⲟ · ⲛⲅⲥⲟⲟⲩⲛ ⲁⲛ ϫⲉⲉⲩⲛⲁⲧⲱϩⲙ ⲉⲣⲟⲕ ⲧⲛⲁⲩ ·,"Let us not bind ourselves to the phantoms of wealth, for thou knowest not when it shall be demanded from thee.",pseudo-celestinus/pseudo.celestinus_CONLLU/pscelestinus.encomium.02.conllu,6732,6763
ⲉⲧⲃⲉⲟⲩ ⲇⲉ ϯϫⲱ ⲙⲙⲟⲥ . ϫⲉⲟⲩϩⲟⲩⲟ ⲡⲉ ⲡϣⲁϫⲉ .,And why do I say that the word is superfluous?,AP/apophthegmata.patrum_CONLLU/AP.040.syncletica.08.conllu,60,79
ⲉⲧⲃⲉⲟⲩ ⲁⲕϫⲟⲟⲥ ⲛⲧⲉⲓϩⲉ ·,Why dost thou speak unto me in this wise?,life-pisentius/life.pisentius_CONLLU/life.pisentius.01.conllu,3796,3808
ⲓⲏⲥⲟⲩⲥ ϭⲉ ⲁϥⲉⲓ ⲉⲃⲟⲗ ϩⲛⲛⲧⲟϣ ⲛⲧⲩⲣⲟⲥ ⲙⲛⲥⲓⲇⲱⲛ · ⲁⲩⲱ ⲉⲓⲥⲟⲩⲥϩⲓⲙⲉ ⲁⲥϯ ⲙⲡⲉⲥⲛⲟⲩⲟⲓ ⲉⲣⲟϥ ·,"Now Jesus came out of the border of Tyre and Sidon, and behold a woman set out to go to Him.'",pseudo-chrysostom/pseudo.chrysostom_CONLLU/canaanite.conllu,1768,1802
ⲧⲙⲉϩⲥⲛⲧⲉ ⲇⲉ ⲧⲉ ⲧⲁⲓ ⲉⲕⲉⲙⲉⲣⲉ ⲡⲉⲧϩⲓⲧⲟⲩⲱⲕ ⲛⲧⲉⲕϩⲉ . ⲙⲙⲛⲕⲉⲉⲛⲧⲟⲗⲏ ⲉⲛⲁⲁⲥ ⲉⲛⲁⲓ .,"The second is like this, 'You shall love your neighbor as yourself.' There is no other commandment greater than these.'",sahidica.mark/sahidica.mark_CONLLU/Mark_12.conllu,1393,1423
