Coptic,English,File Path,Start Line,End Line
ⲙⲡⲉϥⲟⲩⲱϣ ⲉⲱⲛϩ ϩⲛⲟⲩⲙⲛⲧⲁⲡⲟⲧⲁⲕⲧⲓⲕⲟⲥ ⲉⲧϫⲏⲕ ⲉⲃⲟⲗ · ⲻ ⲛⲧⲉⲡⲉⲑⲃⲃⲓⲟ ⲛϩⲏⲧ · ⲻ,"He did not wish to live in complete renunciation, of humility of heart.",AP/apophthegmata.patrum_CONLLU/AP.026.cassian.07.conllu,81,106
ⲡⲁⲓ ⲇⲉ ⲁϥϫⲱ ⲛⲟⲩϣⲁϫⲉ ⲛⲁϩⲣⲁϥ ⲛϭⲓⲃⲁⲥⲓⲙⲟⲥ ⲡⲉⲧϣⲟⲟⲡ ϩⲛⲛⲉⲧⲟⲩⲁⲁⲃ · ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲧⲙⲛⲧⲥⲩⲛⲕⲗⲏⲧⲓⲕⲟⲥ ⲁⲕⲥⲟⲣⲙⲉⲥ ·,"who said, 'The elite (senatorial?) rank, you lost it; and monasticism, you did not find it.",AP/apophthegmata.patrum_CONLLU/AP.026.cassian.07.conllu,111,153
ⲁⲩⲱ ⲧⲙⲛⲧⲙⲟⲛⲁⲭⲟⲥ ⲙⲡⲉⲕϩⲉ ⲉⲣⲟⲥ · ⲻ,"who said, 'The elite (senatorial?) rank, you lost it; and monasticism, you did not find it.",AP/apophthegmata.patrum_CONLLU/AP.026.cassian.07.conllu,158,170
ⲁϥϫⲟⲟⲥ ⲛϭⲓⲁⲡⲁ ϩⲩⲡⲉⲣⲉⲭⲓⲟⲥ ϫⲉⲡⲁϩⲟ ⲙ ⲡⲙⲟⲛⲁⲭⲟⲥ ⲡⲉ ⲧⲙϫⲡⲉⲗⲁⲁⲩ ⲛϩⲩⲗⲏ ⲛⲁϥ .,"Apa Hyperechios said, 'The monk's treasure is not having any material things.",AP/apophthegmata.patrum_CONLLU/AP.030.hyperechios.06.conllu,5,33
ⲱⲧⲡ ⲛⲁⲕ ⲉϩⲟⲩⲛ · ⲁⲩⲱ ⲛⲅⲥⲱⲟⲩϩ ⲛⲁⲕ ⲉϩⲟⲩⲛ ϩⲛⲙⲡⲏⲩⲉ ·,"Store and gather for yourself in heaven,",AP/apophthegmata.patrum_CONLLU/AP.030.hyperechios.06.conllu,38,57
ⲟⲩⲁⲧⲟⲩⲱ ⲅⲁⲣ ⲛⲁⲕ ⲡⲉ ⲡⲙⲧⲟⲛ ⲛϣⲁ ⲉⲛⲉϩ .,for there is unceasing rest for you forever.',AP/apophthegmata.patrum_CONLLU/AP.030.hyperechios.06.conllu,62,77
ⲛⲉⲟⲩⲛⲟⲩⲁ ⲇⲉ ⲛⲧⲉⲛⲉⲧⲟⲩⲁⲁⲃ ⲉϣⲁⲩⲙⲟⲩⲧⲉ ⲉⲣⲟϥ ϫⲉⲫⲓⲗⲁⲅⲣⲓⲟⲥ · ⲉϥⲟⲩⲏϩ ϩⲛⲧϩⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ · ⲉϥⲣϩⲱⲃ ϩⲛⲟⲩϩⲓⲥⲉ · ϣⲁⲛⲧⲉϥϫⲡⲟ ⲛⲁϥ ⲙⲡⲉϥⲟⲉⲓⲕ ⲙⲙⲓⲛⲙⲙⲟϥ .,"One of the saints, called Philagrios, lived in Jerusalem, working hard until he earned his own bread.",AP/apophthegmata.patrum_CONLLU/AP.031.philagrios.01.conllu,5,59
ⲛϩⲱⲥⲟⲛ ⲇⲉ ϥⲁϩⲉⲣⲁⲧϥ ϩⲛⲧⲁⲅⲱⲣⲁ ⲉϯ ⲙⲡⲉϥϩⲱⲃ ⲛϭⲓϫ ⲉⲃⲟⲗ · ⲉⲓⲥϩⲏⲏⲧⲉ ϩⲛⲟⲩϣⲥⲛⲉ ⲁϥϭⲓⲛⲉ ⲛⲟⲩⲃⲁⲗⲗⲁⲧⲓⲟⲛ ⲉⲩⲛⲙⲏⲧ ⲛϣⲉ ⲛϩⲟⲗⲟⲕⲟⲧⲧⲓⲛⲟⲥ ϩⲓⲱⲱⲥ .,"While he stood in the marketplace selling his handiwork, Behold! Suddenly he found a bag filled with a thousand gold coins!",AP/apophthegmata.patrum_CONLLU/AP.031.philagrios.01.conllu,64,117
ⲁϥⲁϩⲉⲣⲁⲧϥ ϩⲙⲡⲉϥⲙⲁ ⲉϥϫⲱ ⲙⲙⲟⲥ · ϫⲉϩⲁⲡⲥ ⲡⲉ ⲉⲧⲣⲉⲡⲉⲛⲧⲁϥⲥⲟⲣⲙⲉⲥ ⲉⲓ .,"He stood in place, saying, 'Certainly the one who has lost it is coming.'",AP/apophthegmata.patrum_CONLLU/AP.031.philagrios.01.conllu,122,154
ⲁⲩⲱ ⲉⲓⲥ ⲡⲉⲧⲙⲙⲁⲩ ⲁϥⲉⲓ ⲉϥⲣⲓⲙⲉ .,"And behold! That one came, crying.",AP/apophthegmata.patrum_CONLLU/AP.031.philagrios.01.conllu,159,173
ⲁϥϭⲟⲡϥ ⲇⲉ ⲛϭⲓ ⲡϩⲗⲗⲟ ⲁϥϫⲓⲧϥ ⲛⲥⲁⲟⲩⲥⲁ ⲁϥⲧⲁⲁⲥ ⲛⲁϥ ·,The old man grabbed him and took him aside and he gave it to him.,AP/apophthegmata.patrum_CONLLU/AP.031.philagrios.01.conllu,178,205
ⲡⲉⲧⲙⲙⲁⲩ ⲇⲉ ⲁϥⲁⲙⲁϩⲧⲉ ⲙⲙⲟϥ ⲉϥⲟⲩⲱϣ ⲉϯ ⲛⲟⲩⲱⲛ ⲛⲁϥ · ⲡϩⲗⲗⲟ ⲇⲉ ⲙⲡⲉϥⲟⲩⲱϣ ⲉϫⲓ .,"and that one held him, wanting to give him a portion, but the old man did not want to take it.",AP/apophthegmata.patrum_CONLLU/AP.031.philagrios.01.conllu,210,247
ⲧⲟⲧⲉ ⲁϥϩⲓⲧⲟⲟⲧϥ ⲉϫⲓϣⲕⲁⲕ ⲉⲃⲟⲗ ⲉϥϫⲱ ⲙⲙⲟⲥ · ϫⲉⲁⲙⲏⲓⲧⲛ ⲛⲧⲉⲧⲛⲛⲁⲩ ⲉⲩⲣⲱⲙⲉ ⲛⲧⲉⲡⲛⲟⲩⲧⲉ ϫⲉⲛⲧⲁϥⲣⲟⲩ .,"Then he started to shout out, 'Come and see a man of God, what he has done!'",AP/apophthegmata.patrum_CONLLU/AP.031.philagrios.01.conllu,252,294
ⲡϩⲗⲗⲟ ⲇⲉ ⲁϥⲡⲱⲧ ⲛϫⲓⲟⲩⲉ ⲁϥⲉⲓ ⲉⲃⲟⲗ ϩⲛⲧⲡⲟⲗⲓⲥ · ϫⲉⲛⲛⲉⲩⲥⲟⲩⲱⲛϥ,"But the old man secretly fled and left the city, so that they would not know him.",AP/apophthegmata.patrum_CONLLU/AP.031.philagrios.01.conllu,299,325
ⲛϭⲓⲁⲡⲁ ⲃⲉⲛⲓⲁⲙⲓⲛ ⲙⲛⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ · ϫⲉⲙⲟⲟϣⲉ ϩⲛⲧⲉϩⲓⲏ ⲙⲡⲣⲣⲟ ·,"Apa Benjamin and his disciples said, 'Walk on the road of the king,",AP/apophthegmata.patrum_CONLLU/AP.032.benjamin.05.conllu,5,25
ⲁⲩⲱ ⲱⲡ ⲛⲥⲁⲙⲙⲓⲗⲓⲟⲛ ⲁⲩⲱ ⲛⲧⲉⲧⲛⲁϣⲱⲥⲙ ⲁⲛ .,and count the miles and do not be discouraged.',AP/apophthegmata.patrum_CONLLU/AP.032.benjamin.05.conllu,30,43
"ⲁϥϫⲟⲟⲥ ⲛϭⲓⲁⲡⲁ ⲃⲏⲥⲁⲣⲓⲟⲛ , ϫⲉⲁⲓⲣϩⲙⲉ ⲛⲟⲩϣⲏ ϩⲛⲧⲙⲏⲧⲉ ⲛⲟⲩϩⲣⲁⲙⲛⲟⲥ ⲉⲓⲁϩⲉⲣⲁⲧ ⲙⲡⲓⲛⲕⲟⲧⲕ ·ⲻ","Apa Bessarion said, 'I spent forty nights in the middle of a thornbush, standing without lying down.'",AP/apophthegmata.patrum_CONLLU/AP.033.bessarion.06.conllu,5,41
ⲟⲩⲥⲟⲛ ⲉϥϩⲙⲟⲟⲥ ϩⲛⲛⲣⲓ ⲙⲁⲩⲁⲁϥ ⲁϥϣⲧⲟⲣⲧⲣ ·,"A brother living in Cellia alone was troubled,",AP/apophthegmata.patrum_CONLLU/AP.034.theodore-pherme.02.conllu,5,23
ⲁϥⲃⲱⲕ ⲇⲉ ϣⲁⲁⲡⲁ ⲑⲉⲟⲇⲟⲣⲟⲥ ⲛⲧⲉⲡϩⲉⲣⲙⲏⲥ ⲁϥϫⲟⲟⲥ ⲛⲁϥ ⲻ,and he went to Abba Theodore of Phermes (and) he told it to him.,AP/apophthegmata.patrum_CONLLU/AP.034.theodore-pherme.02.conllu,28,48
ⲡⲉϫⲉⲡϩⲗⲗⲟ ⲇⲉ ⲛⲁϥ ϫⲉⲃⲱⲕ ⲛⲅⲑⲃⲃⲓⲉ ⲡⲉⲕϩⲏⲧ ⲛⲅϭⲱ ⲙⲛϩⲉⲛⲕⲟⲟⲩⲉ ⲉⲕϩⲩⲡⲟⲧⲁⲥⲥⲉ ⲛⲁⲩ ·ⲻ,And the old man said to him: “Go and humble your heart and stay with others while obeying them.”,AP/apophthegmata.patrum_CONLLU/AP.034.theodore-pherme.02.conllu,53,86
ⲁϥⲃⲱⲕ ⲇⲉ ⲁϥϭⲱ ⲙⲛϩⲟⲓⲛⲉ ϩⲙⲡⲧⲟⲟⲩ,And he went and he stayed with some in the mountain,AP/apophthegmata.patrum_CONLLU/AP.034.theodore-pherme.02.conllu,91,106
ⲁϥⲕⲧⲟϥ ⲟⲛ ⲁϥⲉⲓ ϣⲁⲡϩⲗⲗⲟ,(and) he returned again (and) came to the old man.,AP/apophthegmata.patrum_CONLLU/AP.034.theodore-pherme.02.conllu,111,124
ⲡⲉϫⲁϥ ϫⲉⲙⲡⲓⲙⲧⲟⲛ ⲉⲓⲟⲩⲏϩ ⲙⲛⲛⲣⲱⲙⲉ ⲻ,He said: “I didn’t find repose while living with the people”,AP/apophthegmata.patrum_CONLLU/AP.034.theodore-pherme.02.conllu,129,145
ⲡⲉϫⲉⲡϩⲗⲗⲟ ⲇⲉ ⲛⲁϥ ϫⲉⲉϣⲱⲡⲉ ⲙⲡⲉⲕⲙⲧⲟⲛ ⲙⲁⲩⲁⲁⲕ · ⲟⲩⲇⲉ ⲟⲛ ⲉⲕϣⲟⲟⲡ ⲙⲛⲛⲕⲟⲟⲩⲉ ⲛⲅⲛⲁⲙⲧⲟⲛ ⲁⲛ ·ⲻ,"And the old man said to him: “If you didn’t repose alone, nor again while being with others, you won’t find repose.",AP/apophthegmata.patrum_CONLLU/AP.034.theodore-pherme.02.conllu,150,185
ⲉⲧⲃⲉⲟⲩ ⲁⲕⲉⲓ ⲉⲃⲟⲗ ⲉⲣⲙⲟⲛⲁⲭⲟⲥ ·,Why did you go out to become a monk?,AP/apophthegmata.patrum_CONLLU/AP.034.theodore-pherme.02.conllu,190,201
ϫⲉⲕⲁⲥ ⲁⲛ ⲉⲕⲛⲁⲧⲱⲟⲩⲛ ϩⲁⲛⲑⲗⲓⲯⲓⲥ ·,Not in order to stand under afflictions?,AP/apophthegmata.patrum_CONLLU/AP.034.theodore-pherme.02.conllu,206,217
ⲁϫⲓⲥ ⲉⲣⲟⲓ ϫⲉⲉⲓⲥ ⲟⲩⲏⲣ ⲛⲣⲟⲙⲡⲉ ⲛϫⲓ ⲛⲧⲁⲕϯ ⲙⲡⲉⲓⲥⲭⲏⲙⲁ ϩⲓⲱⲱⲕ .,Tell me how many years is it since you took this habit upon you?”,AP/apophthegmata.patrum_CONLLU/AP.034.theodore-pherme.02.conllu,222,250
ⲡⲉϫⲁϥ ϫⲉⲉⲓⲥ ϣⲙⲟⲩⲛ ⲛⲣⲟⲙⲡⲉ .,He said: “It’s been eight years.”,AP/apophthegmata.patrum_CONLLU/AP.034.theodore-pherme.02.conllu,255,265
ⲡⲉϫⲉⲡϩⲗⲗⲟ ⲛⲁϥ ϫⲉⲛⲁⲙⲉ ⲉⲓⲥ ϣϥⲉ ⲛⲣⲟⲙⲡⲉ ϫⲓⲛⲧⲁⲓⲣⲙⲟⲛⲁⲭⲟⲥ,"The old man said to him: “Truly it’s been sixty years since I became a monk,",AP/apophthegmata.patrum_CONLLU/AP.034.theodore-pherme.02.conllu,270,290
ⲙⲡⲓϭⲛ ⲟⲩⲙⲧⲟⲛ ⲛⲟⲩϩⲟⲟⲩ ⲛⲟⲩⲱⲧ .,I haven’t found repose for a single day,AP/apophthegmata.patrum_CONLLU/AP.034.theodore-pherme.02.conllu,295,309
ⲁⲩⲱ ⲛⲧⲟⲕ ⲕⲟⲩⲱϣ ⲉⲙⲧⲟⲛ ϩⲛⲧⲉⲓϣⲙⲟⲩⲛⲉ ⲛⲣⲟⲙⲡⲉ .,"and you, you want to find repose in this eight years?”",AP/apophthegmata.patrum_CONLLU/AP.034.theodore-pherme.02.conllu,314,329
ⲁⲟⲩⲁ ⲛⲛⲉⲥⲛⲏⲩ ϫⲛⲟⲩϥ ⲛⲟⲩϩⲟⲟⲩ,"One day, one of the brothers asked,",AP/apophthegmata.patrum_CONLLU/AP.035.theodore-pherme.24.conllu,5,18
ϫⲉⲁⲡⲁ ⲉⲣϣⲁⲛ ⲟⲩϩⲟⲧⲉ ϣⲱⲡⲉ ϩⲛⲟⲩϣⲡⲛϣⲱⲡ ϣⲁⲕⲣϩⲟⲧⲉ ϩⲱⲱⲕ .,"Father, if fear suddenly occurs, do you feel afraid?'",AP/apophthegmata.patrum_CONLLU/AP.035.theodore-pherme.24.conllu,23,42
ⲡⲉϫⲉⲡϩⲗⲗⲟ ⲛⲁϥ ϫⲉⲉⲣϣⲁⲛⲧⲡⲉ ⲧⲱϭⲉ ⲉⲡⲕⲁϩ ⲛⲑⲉⲱⲇⲱⲣⲟⲥ ⲛⲁⲣϩⲟⲧⲉ ⲁⲛ .,"The father said to him, 'If heaven joins with the earth, Theodore will not be afraid.'",AP/apophthegmata.patrum_CONLLU/AP.035.theodore-pherme.24.conllu,47,71
ⲛⲉⲁϥⲧⲱⲃⲁϩ ⲅⲁⲣ ⲙⲡϫⲟⲉⲓⲥ ⲉⲧⲣⲉϥϥⲓ ⲉⲃⲟⲗ ⲙⲙⲟϥ ⲛⲧⲙⲛⲧϭⲁⲃϩⲏⲧ .,For he had entreated the Lord to take fear away from him.,AP/apophthegmata.patrum_CONLLU/AP.035.theodore-pherme.24.conllu,76,99
"ⲁⲩϫⲟⲟⲥ ⲉⲧⲃⲉⲁⲡⲁ ⲑⲉⲱⲇⲱⲣⲟⲥ · ⲙⲛ ⲁⲡⲁ ⲗⲟⲩⲕⲓⲁⲛⲟⲥ ⲛⲁⲡϩⲉⲛⲁⲧⲟⲛ . ϫⲉⲁⲩⲣⲧⲁⲓⲟⲩ ⲛⲣⲟⲙⲡⲉ ⲉⲩⲣϩⲁⲗ ⲙⲡⲉⲩⲙⲉⲉⲩⲉ ⲙⲙⲓⲛⲙⲙⲟⲟⲩ , ϫⲉⲉⲣϣⲁⲛⲧⲉⲡⲣⲱ ⲟⲩⲉⲓⲛⲉ ⲧⲛⲛⲁⲡⲱⲱⲛⲉ ⲉⲃⲟⲗ ϩⲙⲡⲉⲓⲙⲁ ·","They said about Apa Theodoros and Apa Lucius of Enaton that they spent fifty years tricking their thoughts,saying, 'When winter has passed, we will flee this place.'",AP/apophthegmata.patrum_CONLLU/AP.036.theodore-enaton.02.conllu,5,59
ⲉⲣϣⲁⲛⲡϣⲱⲙ ⲇⲉ ϣⲱⲡⲉ ϣⲁⲩϫⲟⲟⲥ · ϫⲉⲉⲣϣⲁⲛⲡϣⲱⲙ ⲡⲁⲣⲁⲅⲉ ⲧⲛⲛⲁⲡⲱⲱⲛⲉ ⲉⲃⲟⲗ ϩⲙⲡⲉⲓⲙⲁ .,"And when summer came, they would say, 'When summer ends, we will flee this place.'",AP/apophthegmata.patrum_CONLLU/AP.036.theodore-enaton.02.conllu,64,91
ⲁⲩⲱ ⲧⲁⲓ ⲧⲉ ⲧϩⲉ ⲛⲧⲁⲩⲣⲡⲉⲓⲟⲩⲟⲉⲓϣ ⲧⲏⲣϥ ⲛϭⲓⲛⲉⲛⲉⲓⲟⲧⲉ · ⲛⲁⲓ ⲉⲧⲟⲩⲉⲓⲣⲉ ⲙⲡⲉⲩⲙⲉⲉⲩⲉ ⲛϣⲁⲉⲛⲉϩ .,"And this is how they spent their entire lives, these fathers who are remembered forever.",AP/apophthegmata.patrum_CONLLU/AP.036.theodore-enaton.02.conllu,96,130
ⲛϩⲏⲇⲟⲛⲏ ⲉⲧⲥⲏϣ .,…shameful pleasures.,AP/apophthegmata.patrum_CONLLU/AP.040.syncletica.08.conllu,5,11
ⲛⲁⲓ ⲛⲉ ⲛⲧⲁⲩⲥⲙⲛⲛⲟⲙⲟⲥ ⲛⲁⲛ ⲉⲣⲟⲟⲩ .,These are the ones against which a law has been established for us.,AP/apophthegmata.patrum_CONLLU/AP.040.syncletica.08.conllu,16,29
ⲉϣⲱⲡⲉ ⲇⲉ ⲁⲡϣⲱⲛⲉ ⲧⲣⲉⲛⲁⲓ ⲣⲁⲧϭⲟⲙ ⲛⲛⲁϩⲣⲁⲛ . ⲡϣⲁϫⲉ ⲟⲩϩⲟⲩⲟ ⲡⲉ .,"But if illness makes these things powerless before us, the word is superfluous.",AP/apophthegmata.patrum_CONLLU/AP.040.syncletica.08.conllu,34,55
ⲉⲧⲃⲉⲟⲩ ⲇⲉ ϯϫⲱ ⲙⲙⲟⲥ . ϫⲉⲟⲩϩⲟⲩⲟ ⲡⲉ ⲡϣⲁϫⲉ .,And why do I say that the word is superfluous?,AP/apophthegmata.patrum_CONLLU/AP.040.syncletica.08.conllu,60,79
ⲛⲧϩⲉ ⲅⲁⲣ ⲛⲟⲩⲛⲟϭ ⲙⲡⲁϩⲣⲉ ⲉϥϭⲙϭⲟⲙ ⲙⲙⲁⲧⲉ ϩⲙⲡⲥⲱⲙⲁ ⲙⲡϣⲱⲛⲉ . ⲡϩⲓⲥⲉ ⲛⲣⲉϥⲱϫⲛ ⲙⲡⲛⲟⲃⲉ ⲕⲏ ⲉϩⲣⲁⲓ .,"For just as a strong medicine is very powerful in the body of illness, the labor of one who destroys sin exists.",AP/apophthegmata.patrum_CONLLU/AP.040.syncletica.08.conllu,84,122
ⲁⲩⲱ ⲧⲁⲓ ⲧⲉ ⲧⲛⲟϭ ⲛⲁⲥⲕⲏⲥⲓⲥ ⲙⲙⲛⲧⲣⲉϥϥⲓ ⲉⲣⲟⲕ ϩⲛⲛϣⲱⲛⲉ ⲙⲛⲙⲙⲛⲧⲣⲉϥϣⲡϩⲙⲟⲧ ϩⲛⲛϩⲩⲙⲛⲟⲥ ⲉϫⲟⲟⲩⲥⲟⲩ ⲉϩⲣⲁⲓ ϣⲁⲡⲛⲟⲩⲧⲉ . ⲉⲧⲣⲉⲛϥⲓ ⲛⲛⲉⲛⲃⲁⲗ ⲉϩⲣⲁⲓ ⲉⲣⲟϥ ϩⲛⲟⲩⲙⲛⲧⲣⲉϥϣⲡϩⲙⲟⲧ .,"And this is the great ascesis of supporting yourself during illnesses and of giving thanks with hymns addressed to God, so that we might lift up our eyes to him with thanksgiving.",AP/apophthegmata.patrum_CONLLU/AP.040.syncletica.08.conllu,127,181
ⲙⲡⲣⲧⲣⲉⲛϣⲱⲡⲉ ϩⲱⲥ ⲉⲛⲧⲱⲟⲩⲛ ϩⲛⲟⲩϩⲣⲟϣ . ⲁⲛⲛⲟⲩϫⲉ ⲅⲁⲣ ⲉⲃⲟⲗ ⲙⲙⲟⲛ ⲛⲛⲱⲣⲅⲁⲛⲟⲛ ⲛⲧⲙⲛⲧⲁⲧⲥⲓ .,"Let us not be like those who arise with difficulty, for we have cast off from ourselves the organs of insatiability",AP/apophthegmata.patrum_CONLLU/AP.040.syncletica.08.conllu,186,217
ⲁⲗⲗⲁ ⲧⲛⲛⲁⲩ ⲉⲡⲉⲟⲟⲩ ⲙⲡⲛⲟⲩⲧⲉ ⲛⲧϩⲉ ⲛⲟⲩⲉⲓⲁⲗ . ϩⲓⲧⲙⲡⲃⲁⲗ ⲙⲡϩⲏⲧ ⲉⲧϩⲓϩⲟⲩⲛ . ⲕⲁⲛ ⲉⲁⲩϥⲓ ⲛⲧⲟⲟⲧⲛ ⲙⲡⲃⲟⲗ ⲙⲡⲉⲛⲥⲱⲙⲁ ⲉⲧϩⲓⲃⲟⲗ .,"and we see the glory of God as in a mirror through the eye of the heart within, even if the external eye of our body has been taken away from us.",AP/apophthegmata.patrum_CONLLU/AP.040.syncletica.08.conllu,222,275
ⲉⲛϣⲁⲛⲣⲁⲗ ⲙⲁⲣⲛϣⲡϩⲙⲟⲧ ϫⲉⲁⲛⲕⲱ ⲛⲥⲱⲛ ⲛⲧϭⲓⲛⲛⲥⲱⲧⲙ […] ⲱⲟⲩⲉⲓⲧ .,"If we become deaf, let us give thanks that we have lost the faculty of hearing … worthless.",AP/apophthegmata.patrum_CONLLU/AP.040.syncletica.08.conllu,280,301
ⲁⲛⲱϭⲉ […..],We were wounded …,AP/apophthegmata.patrum_CONLLU/AP.040.syncletica.08.conllu,306,310
ⲟⲩⲛⲧⲁⲛ ⲙⲙⲁⲩ [.] ⲛⲉⲧϩⲓϩⲟⲩⲛ ⲉⲩⲥⲃⲧⲱⲧ ⲟⲩⲃⲉⲡⲡⲟⲗⲉⲙⲟⲥ ⲙⲡϫⲁϫⲉ .,We have the ones within which are ready against the attack of the enemy.,AP/apophthegmata.patrum_CONLLU/AP.040.syncletica.08.conllu,315,336
ⲉϣϫⲉ ⲡϣⲱⲛⲉ ⲁⲙⲁϩⲧⲉ ϩⲓϫⲙⲡⲉⲛⲥⲱⲙⲁ ⲧⲏⲣϥ . ⲁⲗⲗⲁ ⲕⲁⲧⲁ ⲡⲣⲱⲙⲉ ⲉⲧϩⲓϩⲟⲩⲛ ⲡⲧⲁⲗϭⲟ ⲁⲩⲝⲁⲛⲉ ⲛϩⲟⲩⲟ .,"Even if illness possesses our whole body, yet health according to the inner man increases even more.",AP/apophthegmata.patrum_CONLLU/AP.040.syncletica.08.conllu,341,369
ⲁⲥϫⲟⲟⲥ ⲟⲛ ϫⲉϩⲙⲡⲕⲟⲥⲙⲟⲥ ⲛⲉⲧϣⲟⲗϩ ⲙⲉⲩⲛⲟϫⲟⲩ ⲉⲡⲉϣⲧⲉⲕⲟ .,"She also said, 'In the world, those who are afraid aren't thrown into prison.",AP/apophthegmata.patrum_CONLLU/AP.041.syncletica.09.conllu,5,29
ϣⲁⲩϩⲁⲣⲉϩ ⲉⲣⲟⲟⲩ ⲉⲧⲙⲣⲛⲟⲃⲉ .,They keep themselves from sinning.,AP/apophthegmata.patrum_CONLLU/AP.041.syncletica.09.conllu,34,45
ⲁⲛⲟⲛ ⲇⲉ ⲉⲧⲃⲉⲛⲉⲛⲛⲟⲃⲉ ⲙⲁⲣⲛⲟⲡⲛ ⲉϩⲟⲩⲛ ⲙⲁⲩⲁⲁⲛ .,"For our part, because of our sins, let us consider ourselves alone,",AP/apophthegmata.patrum_CONLLU/AP.041.syncletica.09.conllu,50,65
ϫⲉⲕⲁⲥ ϩⲙⲡⲉⲧⲉϩⲛⲁϥ ⲛⲧⲉⲛⲅⲛⲱⲙⲏ ⲉⲛⲉⲛⲟⲩϫⲉ ⲉⲃⲟⲗ ⲙⲙⲟⲛ ⲛⲉⲛⲕⲟⲗⲁⲥⲓⲥ ⲉⲧⲛⲁϣⲱⲡⲉ .,"so that, by what is pleasing to our judgment we may cast away from ourselves our future punishments.",AP/apophthegmata.patrum_CONLLU/AP.041.syncletica.09.conllu,70,95
ⲉⲕⲛⲏⲥⲧⲉⲩⲉ ⲙⲡⲣϭⲉⲡⲗⲟⲓϭⲉ ϩⲛϩⲉⲛϣⲱⲛⲉ .,"When you fast, don't find an excuse in illnesses.",AP/apophthegmata.patrum_CONLLU/AP.041.syncletica.09.conllu,100,112
ⲕⲁⲓ ⲅⲁⲣ ⲛⲕⲟⲟⲩⲉ ⲟⲛ ⲉⲧⲛⲥⲉⲛⲏⲥⲧⲉⲩⲉ ⲁⲛ . ϣⲁⲩϩⲉ ⲉϩⲣⲁⲓ ⲉⲛⲉⲓϩⲓⲥⲉ ⲛⲟⲩⲱⲧ .,For even the others who don't fast fall into the same difficulties.,AP/apophthegmata.patrum_CONLLU/AP.041.syncletica.09.conllu,117,142
ⲁⲕϩⲓⲧⲟⲟⲧⲕ ⲉⲣⲡⲡⲉⲧⲛⲁⲛⲟⲩϥ,You have begun to do good;,AP/apophthegmata.patrum_CONLLU/AP.041.syncletica.09.conllu,147,157
ⲙⲡⲣⲉⲓ ⲉⲡⲁϩⲟⲩ .,don't go back.,AP/apophthegmata.patrum_CONLLU/AP.041.syncletica.09.conllu,162,168
ⲉⲣⲉⲡϫⲁϫⲉ ⲅⲁⲣ ϯϫⲣⲟⲡ ⲛⲁⲕ .,For the enemy will put a stumbling block before you.,AP/apophthegmata.patrum_CONLLU/AP.041.syncletica.09.conllu,173,182
[…] ⲛⲧⲟϥ ⲅⲁⲣ [..] ⲁϥⲟⲩⲱⲥϥ ϩⲓⲧⲛ [....] ϩⲩⲡⲟⲙⲟⲛⲏ .,But as for him… he is brought to nothing by means of…endurance.,AP/apophthegmata.patrum_CONLLU/AP.041.syncletica.09.conllu,187,198
[....] ⲛⲉⲛⲧⲁⲩϩⲓⲧⲟⲟⲧⲟⲩ ⲉⲡⲗⲉⲁ .,…The ones who began to sail…,AP/apophthegmata.patrum_CONLLU/AP.041.syncletica.09.conllu,203,215
ϣⲁⲩϣⲱⲛϥ [...] ⲧⲏⲩ ⲛⲟⲩⲛⲁⲙ .,They meet with a favorable wind,AP/apophthegmata.patrum_CONLLU/AP.041.syncletica.09.conllu,228,237
ϣⲁⲩⲡⲱⲣϣ ⲉⲃⲟⲗ ⲛⲧⲉⲩⲗⲁⲩⲟ .,and they spread out their sail.,AP/apophthegmata.patrum_CONLLU/AP.041.syncletica.09.conllu,242,251
ⲙⲛⲛⲥⲱⲥ ϣⲁⲣⲉⲡⲧⲏⲩ ⲉⲧϯⲟⲩⲃⲏⲩ ⲧⲱⲙⲛⲧ ⲉⲣⲟⲟⲩ .,"Later, the opposing wind meets them,",AP/apophthegmata.patrum_CONLLU/AP.041.syncletica.09.conllu,256,272
ⲁⲗⲗⲁ ⲙⲉⲣⲉⲛⲛⲏⲏⲃⲉ ϣⲟⲩⲟ ⲉϩⲣⲁⲓ ⲙⲡⲁⲩⲉⲓⲛ ⲉⲧⲃⲉⲡⲁϣⲁⲓ ⲛⲛⲧⲏⲩ ⲛⲧⲁⲩⲉⲓ ⲉϫⲱⲟⲩ .,but the sailors don't empty out the cargo because of the multitude of winds that come against them.,AP/apophthegmata.patrum_CONLLU/AP.041.syncletica.09.conllu,277,304
ϣⲁⲩϭⲣⲉϩⲧ ⲇⲉ ⲛⲟⲩⲕⲟⲩⲓ,"Rather, they rest a little",AP/apophthegmata.patrum_CONLLU/AP.041.syncletica.09.conllu,309,317
ⲛⲥⲉϭⲱ ⲉⲩⲙⲓϣⲉ ⲙⲛⲡϩⲟⲉⲓⲙ ⲛⲧⲁϥⲉⲓ ⲉϩⲣⲁⲓ ⲉϫⲱⲟⲩ ⲉⲩⲥϭⲏⲣ .,and they continue struggling with the waves which come against them as they sail.,AP/apophthegmata.patrum_CONLLU/AP.041.syncletica.09.conllu,322,347
